m1a2;t2
531;1216
2036;2690
3538;4219
5051;5704
6665;7370
8397;9050
10178;10839
11984;12625
13819;14495
15623;16293
17412;18072
19095;19805
20689;21359
22251;22947
23814;24471
25441;26109
27205;27865
28973;29631
30762;31445
32561;33221
34340;35007
36019;36690
37632;38317
39214;39884
40806;41490
42495;43152
44261;44938
46078;46740
47918;48584
49743;50413
51474;52152
53086;53789
54640;55306
56160;56816
57730;58408
59428;60152
61190;61878
63028;63744
64870;65532
66714;67399
68501;69171
70254;70920
71944;72622
73565;74213
75221;75902
76940;77640
78674;79345
80455;81131
82260;82955
84043;84713
85792;86482
87474;88154
89081;89753
90669;91343
92276;92965
93961;94638
95679;96344
97435;98122
99155;99820
1.0081e+05;1.0149e+05
1.0245e+05;1.0312e+05
1.0406e+05;1.0478e+05
1.0566e+05;0
