m1a2;t2
351;1008
2033;2690
3629;4316
5203;5869
6787;7474
8387;9068
10074;10784
11829;12491
13656;14321
15527;16196
17415;18086
19299;19968
21139;21811
22878;23560
24450;25111
25971;26648
27467;28146
28962;29637
30495;31179
32103;32780
33788;34472
35533;36209
37286;37951
39038;39708
40768;41443
42463;43136
44071;44737
45604;46292
47083;47778
48547;49233
50006;50677
51506;52203
53044;53728
54730;55401
56464;57152
58258;58946
60059;60751
61861;62541
63609;64282
65276;65922
66890;67556
68444;69133
69957;70674
71460;72148
72972;73659
74522;75222
76132;76826
77814;78496
79582;80261
81352;82014
83134;83832
84912;85578
86655;87340
88306;88997
89870;90547
91368;92040
92851;93523
94377;95033
95982;96667
97700;98368
99485;1.0017e+05
1.0129e+05;1.0196e+05
1.0312e+05;1.0379e+05
1.0493e+05;0
