m1a3;t3
540;1209
2226;2912
3909;4580
5539;6192
7144;7814
8758;9519
10404;11125
12116;12803
13936;14610
15828;16494
17745;18419
19671;20349
21546;22239
23343;24008
25061;25757
26685;27391
28238;28934
29757;30448
31242;31930
32723;33406
34310;35022
36020;36709
37815;38489
39657;40353
41590;42285
43555;44237
45529;46221
47480;48185
49294;49995
50965;51656
52564;53291
54184;54898
55820;56498
57584;58280
59404;60076
61225;61916
63053;63721
64842;65539
66582;67282
68244;68916
69884;70569
71486;72195
73102;73792
74751;75436
76446;77128
78177;78850
79904;80597
81607;82290
83248;83950
84831;85552
86367;87065
87892;88598
89431;90148
91022;91734
92688;93382
94450;95142
96261;96947
98108;98793
99983;1.0066e+05
1.0186e+05;1.0257e+05
1.0369e+05;1.0443e+05
1.0543e+05;1.0616e+05
1.0703e+05;1.0776e+05
1.0858e+05;0
