m1a2;t2
341;960
1588;2203
2875;3498
4212;4838
5572;6196
6899;7521
8197;8821
9465;10085
10718;11340
11968;12588
13214;13838
14474;15093
15735;16356
16970;17592
18201;18816
19441;20064
20691;21308
21970;22594
23266;23886
24543;25172
25786;26404
27002;27615
28221;28838
29436;30059
30659;31278
31905;32523
33128;33737
34327;34943
35525;36142
36739;37358
37965;38586
39226;39847
40505;41127
41762;42374
42997;43615
44245;44870
45499;46115
46748;47366
48002;48622
49238;49851
50457;51066
51689;52309
52941;53566
54244;54863
55623;56249
56990;57612
58282;58901
59574;60203
60865;61488
62147;62768
63438;64062
64709;65332
65950;66565
67199;67821
68448;69065
69706;70333
70968;71580
72227;72850
73501;74123
74787;75411
76075;76692
77379;78008
78661;79279
79913;80533
81179;81800
82446;83072
83731;84352
85017;85638
86265;86886
87530;88153
88793;89415
90059;90677
91325;91948
92560;93182
93789;94403
95016;95639
96243;96866
97469;98087
98712;99334
99927;1.0055e+05
1.0114e+05;1.0176e+05
1.0235e+05;1.0298e+05
1.0356e+05;1.0417e+05
1.0476e+05;1.0538e+05
1.0596e+05;1.0658e+05
1.0715e+05;1.0777e+05
1.0836e+05;1.0897e+05
1.0957e+05;0
