m1a2;t2
228;854
1535;2162
2830;3454
4112;4740
5342;5959
6576;7196
7801;8427
9030;9655
10274;10899
11518;12139
12752;13368
13957;14574
15174;15796
16392;17011
17618;18242
18855;19481
20099;20716
21335;21959
22554;23174
23772;24392
24983;25603
26203;26823
27429;28045
28650;29264
29851;30466
31052;31673
32257;32879
33465;34083
34696;35321
35934;36552
37167;37782
38401;39016
39656;40276
40917;41547
42177;42795
43428;44048
44641;45257
45839;46456
47036;47657
48230;48848
49452;50072
50675;51289
51890;52504
53097;53717
54305;54928
55530;56149
56773;57392
58016;58638
59243;59862
60469;61088
61713;62337
62956;63574
64217;64839
65486;66111
66712;67334
67918;68533
69126;69750
70333;70949
71552;72171
72820;73442
74087;74709
75329;75949
76587;77216
77854;78475
79123;79742
80397;81025
81636;82247
82860;83476
84096;84717
85330;85954
86571;87196
87819;88441
89046;89664
90256;90871
91478;92101
92690;93307
93908;94530
95139;95759
96363;96977
97575;98195
98806;99424
1.0004e+05;1.0066e+05
1.0129e+05;1.0191e+05
1.0254e+05;1.0315e+05
1.0376e+05;1.0437e+05
1.0497e+05;1.0559e+05
1.0619e+05;1.0682e+05
1.0741e+05;1.0802e+05
1.0862e+05;1.0924e+05
1.0983e+05;0
