m1a3;t3
390;1082
2445;3137
4625;5330
6501;7197
8419;9115
10357;11059
12202;12895
13968;14669
15815;16509
17709;18409
19593;20288
21369;22067
23160;23857
24947;25642
26725;27419
28389;29086
30069;30767
31872;32566
33675;34372
35307;35996
36939;37628
38677;39373
40449;41145
42141;42833
43717;44407
45373;46063
47053;47741
48857;49558
50668;51364
52357;53050
54180;54872
56064;56759
57912;58604
59742;60441
61432;62132
63236;63931
65100;65795
66908;67606
68578;69272
70576;71275
72631;73329
74543;75242
76387;77087
78399;79100
80453;81153
82429;83131
84223;84919
86079;86776
88050;88752
90177;90884
92368;93073
94269;94972
96052;96755
97949;98648
99992;1.007e+05
1.0221e+05;1.0291e+05
1.0428e+05;1.0499e+05
1.0619e+05;1.0691e+05
1.0814e+05;1.0884e+05
