m1a3;t3
785;1492
3019;3727
4985;5697
6795;7506
8705;9416
10555;11258
12218;12922
14147;14852
16207;16913
18138;18841
19862;20565
21725;22432
23590;24300
25420;26128
27001;27702
28796;29500
30630;31337
32358;33057
34046;34748
35970;36673
37942;38644
39691;40396
41486;42188
43417;44124
45333;46037
47038;47746
48858;49560
50866;51572
52817;53518
54607;55310
56519;57219
58576;59283
60582;61287
62368;63072
64251;64953
66392;67099
68408;69115
70156;70858
72006;72710
74003;74710
76129;76842
77918;78620
79876;80581
81954;82660
83957;84667
85632;86334
87501;88212
89430;90136
91202;91911
92850;93548
94743;95447
96751;97456
98528;99238
1.0025e+05;1.0096e+05
1.0207e+05;1.0278e+05
1.0388e+05;1.0459e+05
1.0552e+05;1.0622e+05
1.0718e+05;1.0788e+05
