m1a2;t2
383;1002
1636;2260
2882;3503
4116;4737
5333;5953
6528;7147
7714;8332
8905;9524
10116;10739
11396;12015
12722;13345
14045;14670
15318;15942
16553;17177
17776;18398
18983;19605
20188;20810
21409;22029
22638;23259
23860;24480
25052;25668
26221;26837
27389;28009
28566;29187
29782;30402
31039;31659
32312;32933
33552;34173
34767;35385
35979;36605
37195;37816
38431;39054
39682;40304
40935;41556
42165;42786
43367;43986
44555;45176
45744;46364
46938;47556
48153;48772
49393;50011
50632;51250
51837;52456
53030;53647
54223;54844
55418;56036
56616;57230
57833;58448
59066;59682
60275;60891
61454;62072
62641;63258
63838;64454
65050;65665
66297;66916
67574;68191
68839;69457
70066;70682
71289;71907
72508;73125
73728;74345
74961;75579
76193;76811
77417;78037
78612;79227
79798;80411
80984;81602
82192;82805
83431;84049
84701;85319
85959;86575
87178;87795
88394;89011
89640;90259
90906;91527
92205;92825
93498;94118
94738;95355
95949;96565
97159;97778
98374;98992
99590;1.0021e+05
1.0087e+05;1.0149e+05
1.0216e+05;1.0278e+05
1.0343e+05;1.0404e+05
1.0465e+05;1.0527e+05
1.0587e+05;1.0649e+05
1.0709e+05;1.077e+05
1.083e+05;1.0892e+05
1.0956e+05;0
