m1a2;t2
73;704
1378;1995
2690;3305
3950;4561
5209;5825
6462;7078
7724;8341
9037;9651
10387;11005
11696;12313
13046;13667
14398;15020
15797;16419
17237;17859
18604;19228
19946;20565
21290;21909
22628;23248
23958;24577
25235;25853
26502;27120
27791;28412
29129;29752
30583;31211
32111;32742
33581;34208
34963;35590
36355;36985
37724;38354
39081;39708
40424;41049
41724;42343
42981;43604
44245;44868
45506;46126
46793;47415
48126;48748
49435;50053
50747;51374
52073;52697
53410;54033
54764;55387
56125;56750
57438;58063
58719;59344
60000;60627
61283;61907
62588;63212
63926;64552
65311;65936
66663;67287
67968;68592
69271;69897
70569;71197
71878;72507
73193;73818
74504;75131
75778;76398
77017;77638
78268;78893
79529;80154
80825;81449
82188;82816
83560;84187
84897;85519
86176;86802
87444;88070
88705;89330
89978;90604
91295;91920
92654;93283
93982;94608
95276;95901
96575;97203
97898;98525
99240;99869
1.006e+05;1.0122e+05
1.0194e+05;1.0256e+05
1.0322e+05;1.0384e+05
1.0449e+05;1.0512e+05
1.0576e+05;1.0638e+05
1.0704e+05;1.0767e+05
1.0832e+05;1.0894e+05
1.0958e+05;1.1021e+05
1.1082e+05;1.1144e+05
1.1207e+05;1.127e+05
