m1a2;t2
462;1139
1913;2580
3275;3947
4631;5299
6154;6800
7943;8599
9802;10466
11564;12233
13057;13738
14421;15088
15809;16472
17263;17928
18934;19614
20674;21337
22370;23054
23921;24600
25433;26107
27040;27700
28759;29442
30557;31243
32283;32976
33836;34506
35269;35961
36692;37350
38381;39073
40280;40968
42176;42870
43903;44574
45366;46036
46741;47423
48173;48849
49865;50569
51745;52421
53518;54212
55015;55697
56447;57129
57957;58630
59571;60244
61269;61951
62805;63476
64333;65016
66006;66683
67777;68447
69481;70147
71208;71889
72688;73363
74037;74719
75346;76016
76696;77374
78413;79083
80309;80993
82148;82825
83730;84422
85159;85830
86562;87234
88058;88743
89897;90593
91850;92529
93710;94406
95322;96003
96724;97417
98042;98701
99403;1.0008e+05
1.0093e+05;1.0161e+05
1.0264e+05;1.0331e+05
1.0434e+05;1.0502e+05
1.0583e+05;1.065e+05
