m1a3;t3
522;1220
2517;3231
4309;5014
6222;6924
8075;8778
9671;10366
11331;12030
13054;13750
14945;15641
16540;17237
18227;18921
20018;20718
22034;22736
23944;24652
26180;26885
28551;29257
30600;31307
32431;33131
34686;35396
36607;37315
38727;39433
40873;41587
42713;43422
44774;45483
46476;47178
48115;48813
50385;51096
52865;53580
54961;55667
57155;57858
59106;59803
60665;61388
62251;62958
64327;65033
66814;67524
69120;69837
71459;72182
73857;74587
76265;76978
78669;79390
81071;81793
83465;84192
85869;86592
88202;88930
90487;91213
92788;93512
95073;95797
97374;98099
99644;1.0038e+05
1.0195e+05;1.0269e+05
1.0419e+05;1.0492e+05
1.0641e+05;1.0714e+05
1.0865e+05;1.0938e+05
