m1a3;t3
121;299
559;728
1009;1179
1452;1625
1887;2053
2319;2488
2758;2930
3205;3377
3653;3820
4108;4276
4570;4740
5023;5196
5489;5660
5950;6123
6392;6565
6820;6984
7245;7413
7689;7860
8173;8316
8633;8792
9062;9234
9514;9682
9970;10139
10420;10590
10846;11017
11279;11427
11708;11872
12145;12312
12626;12772
13083;13255
13559;13729
14021;14187
14452;14626
14871;15041
15283;15450
15692;15864
16122;16296
16594;16764
17069;17241
17547;17720
18022;18199
18480;18646
18898;19068
19311;19486
19723;19892
20144;20320
20586;20758
21043;21222
21508;21687
21977;22146
22444;22616
22910;23079
23383;23559
23846;24018
24307;24480
24775;24947
25240;25413
25729;25901
26213;26384
