m1a2;t2
389;1050
1923;2597
3364;4028
4713;5370
6101;6764
7582;8251
9162;9835
10677;11364
12050;12715
13420;14077
14928;15597
16584;17261
18259;18929
19872;20536
21272;21953
22585;23260
23894;24547
25337;26012
26937;27622
28625;29298
30273;30943
31762;32451
33096;33763
34364;35021
35663;36319
37162;37824
38805;39482
40504;41174
42144;42824
43591;44271
44932;45601
46273;46942
47700;48356
49309;49981
51028;51698
52645;53322
54070;54735
55408;56076
56809;57473
58386;59057
60036;60716
61675;62349
63271;63943
64646;65323
65934;66611
67255;67922
68791;69463
70494;71175
72272;72944
74005;74688
75599;76277
76988;77663
78312;78977
79680;80331
81188;81853
82787;83454
84430;85103
86084;86760
87514;88186
88811;89471
90093;90754
91496;92174
93070;93742
94735;95413
96352;97034
97755;98429
99088;99754
1.0047e+05;1.0112e+05
1.0205e+05;1.0273e+05
1.0376e+05;1.0442e+05
