m1a2;t2
551;1209
2005;2649
3330;3976
4695;5336
6196;6849
7816;8473
9353;10003
11007;11664
12801;13466
14579;15237
16168;16826
17798;18447
19505;20164
21236;21899
22888;23540
24558;25218
26235;26902
27717;28380
29067;29740
30494;31146
32122;32787
33944;34629
35701;36367
37244;37921
38767;39425
40367;41035
41997;42654
43680;44337
45199;45860
46603;47260
48061;48712
49642;50304
51389;52053
52990;53667
54448;55115
55956;56629
57567;58234
59260;59928
60888;61556
62360;63022
63900;64568
65489;66152
67123;67796
68618;69291
70012;70673
71506;72180
73107;73767
74781;75453
76216;76883
77610;78278
79056;79723
80642;81299
