m1a2;t2
430;1060
1740;2367
3023;3647
4263;4882
5488;6112
6720;7345
7970;8592
9293;9921
10694;11328
12109;12739
13459;14085
14745;15373
16027;16654
17297;17925
18570;19194
19856;20482
21136;21764
22377;23002
23584;24203
24779;25401
25976;26598
27199;27821
28500;29131
29834;30466
31159;31785
32435;33060
33687;34313
34948;35568
36220;36842
37508;38132
38799;39428
40078;40702
41316;41934
42545;43166
43775;44404
45004;45628
46248;46869
47504;48123
48751;49368
49973;50595
51199;51820
52441;53057
53687;54309
54973;55597
56267;56894
57533;58154
58767;59395
60032;60658
61303;61925
62582;63203
63858;64482
65108;65720
66324;66942
67548;68172
68779;69401
70012;70630
71269;71893
72531;73151
73764;74384
74993;75607
76220;76842
77453;78075
78689;79307
79926;80542
81155;81770
82350;82960
83561;84184
84777;85400
85999;86618
87232;87850
88456;89075
89652;90269
90845;91455
92047;92666
93267;93888
94520;95132
95804;96423
97078;97696
98332;98951
99592;1.0022e+05
1.0087e+05;1.0148e+05
1.0215e+05;1.0277e+05
1.0346e+05;1.0408e+05
1.0477e+05;1.0539e+05
1.0601e+05;1.0662e+05
1.0724e+05;1.0785e+05
1.0846e+05;1.0908e+05
